"Nom de domaine";"Pays BE";"Departement BE";"Ville BE";"Nom BE";"Sous domaine";"Type du titulaire";"Pays titulaire";"Departement titulaire";"Domaine IDN";"Date de création";"Date de retrait du WHOIS"
abcfacades.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;90;0;01-04-2015;
abcfacileafaire.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;91;0;27-12-2016;
abcfacile.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;17;0;14-10-2015;13-12-2016
abc-facture.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;07-07-2008;28-08-2014
abcfacture.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;07-07-2008;28-08-2014
abc-factures.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;07-07-2008;28-08-2014
abcfactures.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;75;0;07-07-2008;28-08-2014
abcfairepart.fr;FR;31;SEILH;Web Intelligence;fr;ORG;FR;31;0;05-07-2006;27-06-2017
abc-families.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;83;0;21-12-2007;19-02-2018
abcfamilies.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;83;0;15-06-2008;14-08-2015
abcfamille.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;;;;0;09-05-2009;09-06-2014
abcfamily.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;77;0;13-03-2017;12-05-2020
abc-fashion.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;06;0;30-11-2013;30-12-2014
abcfashion.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;97;0;13-01-2011;24-10-2018
abc-feminin.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;72;0;30-11-2009;30-10-2019
abcfeminin.fr;FR;75;PARIS;SCALEWAY;fr;ORG;FR;75;0;30-11-2009;
abcfemme.fr;FR;31;SEILH;Web Intelligence;fr;ORG;FR;31;0;22-02-2005;
abcfemmes.fr;FR;31;SEILH;Web Intelligence;fr;ORG;FR;31;0;15-05-2006;11-06-2017
abc-fenetres.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;01;0;06-05-2014;05-07-2016
abcfenetres.fr;FR;75;PARIS;AMEN / Agence des Médias Numériques;fr;ORG;FR;75;0;24-11-2006;
abc-fermetures.fr;FR;75;PARIS;GANDI;fr;ORG;FR;03;0;07-12-2009;
abcfermetures.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;92;0;28-11-2016;
abc-fermetures-vendee.fr;FR;92;BOULOGNE BILLANCOURT;PAGESJAUNES;fr;ORG;FR;85;0;20-07-2012;06-06-2016
abc-fermetures-71.fr;FR;92;BOULOGNE BILLANCOURT;PAGESJAUNES;fr;ORG;FR;71;0;29-11-2010;03-06-2016
abcfetes.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;;;;0;07-06-2011;03-04-2014
abcfeu.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;33;0;02-11-2001;
abcff.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;92;0;28-09-2012;26-11-2016
abcf.fr;MC;99;MONACO;NAMEBAY;fr;ORG;FR;75;0;14-11-2005;
abc-fibre-optique.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;95;0;13-03-2013;
abcfibreoptique.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;95;0;13-03-2013;
abcfibromyalgie.fr;GB;99;LONDON;TLD Registrar Solutions Ltd;fr;PERSON;FR;75;0;10-01-2016;15-03-2017
abcfichier.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;06-12-2011;
abcfichiers.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;06-12-2011;
abcfilling.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;95;0;30-08-2017;30-10-2019
abc-finance.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;32;0;21-12-2009;
abcfinance.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;13;0;23-06-2018;
abc-finances.fr;GB;99;LONDON;TLD Registrar Solutions Ltd;fr;PERSON;FR;63;0;21-06-2006;
abcfinances.fr;FR;49;ANGERS;VIADUC;fr;ORG;FR;86;0;01-05-2013;
abcfinancier.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;13;0;20-10-2017;
abcfit.fr;DE;99;BONN;EPAG Domainservices GmbH;fr;PERSON;FR;34;0;20-06-2019;
abc-fitness.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;92;0;30-03-2011;
abc-fle-formation.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;69;0;13-07-2016;11-09-2019
abc-fleurs-de-bach.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;30;0;20-11-2010;
abcflex.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;69;0;27-12-2015;
abc-flexkom.fr;FR;35;CESSON SEVIGNE;ICODIA;fr;PERSON;FR;61;0;14-03-2013;14-04-2014
abcfloral.fr;BE;99;BRUXELLES;REGISTER NV/SA;fr;ORG;FR;77;0;29-06-2006;
abc-flo-taxi.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;40;0;01-08-2017;30-09-2019
abcflotaxi.fr;FR;75;PARIS;GANDI;fr;ORG;FR;40;0;13-09-2016;10-11-2018
abcflow.fr;FR;83;GAREOULT;ACTION GIRATOIRE;fr;ORG;FR;75;0;04-10-2010;
abcflricard.fr;FR;75;PARIS;SCALEWAY;fr;ORG;FR;93;0;29-12-1999;
abcfluides.fr;FR;75;PARIS;GANDI;fr;ORG;FR;78;0;29-05-2019;
abc-fluvial.fr;FR;75;PARIS;SCALEWAY;fr;PERSON;FR;31;0;27-02-2015;30-03-2016
abc-flyers.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;33;0;29-10-2014;28-12-2015
abcf-montlucon.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;03;0;23-10-2017;
abcf-nice-locations.fr;FR;38;GRENOBLE;PHPNET FRANCE SARL;fr;ORG;FR;06;0;14-02-2008;09-01-2018
abc-foncier.fr;FR;93;MONTREUIL;NUXIT;fr;PERSON;FR;33;0;29-04-2014;20-06-2016
abcfonctionpublique.fr;FR;75;PARIS;SCALEWAY;fr;ORG;FR;75;0;09-11-2014;11-12-2016
abc-fondations-speciales.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;77;0;30-03-2020;
abcfoods.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;47;0;08-07-2008;
abcfoot17.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;94;0;12-09-2013;11-11-2014
abc-forma.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;38;0;28-04-2020;
abc-formalites.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;62;0;16-01-2012;15-03-2014
abc-formation-alsace.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;67;0;25-05-2007;
abc-formation-coiffure.fr;FR;75;PARIS;GANDI;fr;ORG;FR;59;0;22-07-2016;18-09-2018
abc-formation.fr;GB;99;LONDON;TLD Registrar Solutions Ltd;fr;PERSON;FR;88;0;22-01-2009;13-04-2020
abcformation.fr;FR;38;GRENOBLE;KIFCORP;fr;PERSON;FR;69;0;12-02-2002;
abcformationlog.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;38;0;01-05-2009;
abc-formations.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;77;0;01-03-2013;
abcformations.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;92;0;31-10-2019;
abcformation1986.fr;FR;75;PARIS;SCALEWAY;fr;PERSON;FR;95;0;25-09-2017;
abc-formation31.fr;FR;75;PARIS;AMEN / Agence des Médias Numériques;fr;ORG;FR;31;0;07-05-2009;
abcformation31.fr;FR;75;PARIS;AMEN / Agence des Médias Numériques;fr;ORG;FR;31;0;07-05-2009;
abcforme.fr;FR;93;MONTREUIL SOUS BOIS CEDEX;CTS COMPUTERS AND TELECOMMUNICATIONS SYSTEMS MAGIC ON LINE;fr;ORG;FR;81;0;23-01-2010;
abcformeo.fr;FR;75;PARIS;AMEN / Agence des Médias Numériques;fr;ORG;FR;13;0;25-01-2016;25-03-2019
abc-form.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;93;0;26-11-2012;25-12-2015
abcform.fr;FR;75;PARIS;SCALEWAY;fr;ORG;FR;69;0;22-04-2012;24-05-2014
abcform-informatique.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;44;0;27-05-2018;26-06-2020
abc-formule1.fr;FR;93;SAINT DENIS;LINK BY NET;fr;ORG;FR;93;0;19-12-2005;
abc-forvalue.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;92;0;01-08-2007;
abcfoto.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;DE;99;0;06-01-2012;06-03-2018
a-b-c.fr;FR;26;VALENCE CEDEX 9;AXESS OWNS;fr;ORG;FR;06;0;28-03-2007;
a-bc.fr;DE;99;BONN;EPAG Domainservices GmbH;fr;PERSON;FR;91;0;01-07-2012;31-07-2015
ab-c.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;83;0;02-04-2012;
abc.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;75;0;20-02-1997;
abcfrais.fr;DE;99;SANKT INGBERT;KEY-SYSTEMS GmbH;fr;PERSON;FR;75;0;14-11-2016;15-12-2017
abcfrancealu.fr;DE;99;REGENSBURG;InterNetX GmbH;fr;ORG;FR;06;0;15-01-2019;
abcfrance-emballage.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;60;0;29-10-2014;
abc-france.fr;DE;99;REGENSBURG;InterNetX GmbH;fr;PERSON;FR;24;0;10-06-2004;
abcfrance.fr;FR;63;CLERMONT-FERRAND;DomRaider;fr;PERSON;FR;63;0;11-06-2004;24-10-2018
abcfrance-marketing.fr;DE;99;SANKT INGBERT;KEY-SYSTEMS GmbH;fr;ORG;FR;60;0;24-05-2005;05-04-2015
abcfranceoccasions.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;84;0;24-03-2014;23-05-2015
abcfrenchlaw.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;50;0;16-03-2015;
abc-froid.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;78;0;28-11-2014;27-01-2017
abcfroid.fr;FR;75;PARIS;Société Française du Radiotéléphone - SFR;fr;ORG;FR;85;0;04-05-2009;
abcfroid85.fr;FR;75;PARIS;GANDI;fr;ORG;FR;85;0;08-09-2009;
abcf86.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;ORG;FR;86;0;14-04-2010;27-06-2019
abcgalop.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;92;0;12-03-2018;
abc-games.fr;FR;75;PARIS CEDEX 15;ORANGE;fr;;;;0;10-04-2000;19-06-2014
abcgames.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;91;0;11-03-2009;05-12-2017
abc-gaming.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;68;0;02-09-2014;
abcgaming02.fr;DE;99;BONN;EPAG Domainservices GmbH;fr;PERSON;FR;02;0;20-01-2014;20-02-2016
abcg-antibes.fr;FR;75;PARIS;DOMAINOO;fr;ORG;FR;06;0;24-11-2010;
abcgantibes.fr;FR;75;PARIS CEDEX 15;ORANGE;fr;ORG;FR;06;0;18-12-2007;
abc-gardiennage.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;06;0;28-12-2017;27-01-2019
abcgardiennage.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;06;0;26-02-2018;25-04-2020
abcgarena-receptions.fr;FR;75;PARIS;BOUYGUES TELECOM;fr;ORG;FR;29;0;03-09-2013;
abcg-avocats.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;06;0;07-09-2013;
abcg-avocats-lpa.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;12-09-2016;10-11-2017
abcg-avocats-lpb.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;28-10-2016;26-12-2017
abcg-cannes.fr;FR;75;PARIS;DOMAINOO;fr;ORG;FR;06;0;24-11-2010;
abcgcannes.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;ORG;FR;06;0;06-02-2008;
abcg-comptable.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;69;0;17-11-2015;16-01-2020
abcg-conseil.fr;FR;75;PARIS;AMEN / Agence des Médias Numériques;fr;ORG;FR;59;0;30-04-2019;
abc-gdv.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;65;0;23-04-2013;24-05-2017
abcgedeon.fr;FR;75;PARIS;AMEN / Agence des Médias Numériques;fr;ORG;FR;13;0;21-01-2010;21-03-2019
abcgenerali.fr;FR;75;PARIS;GANDI;fr;ORG;FR;95;0;14-12-2009;
abc-geometres-experts.fr;FR;75;PARIS;GANDI;fr;ORG;FR;12;0;25-08-2017;
abcgestion-agc.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;27;0;03-12-2008;
abc-gestion-du-temps.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;47;0;11-10-2019;
abcgestiondutemps.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;47;0;11-10-2019;
abc-gestion-financiere.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;35;0;24-04-2017;22-06-2018
abc-gestion.fr;FR;75;PARIS;GANDI;fr;ORG;FR;87;0;25-11-2016;
abcgestion.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;77;0;16-12-1998;24-07-2017
abcgestion11.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;11;0;03-10-2012;
abcgestion13.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;13;0;12-07-2011;
abcgestion52.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;52;0;10-07-2017;
abc-gestion-87.fr;FR;92;BOULOGNE BILLANCOURT;PAGESJAUNES;fr;ORG;FR;87;0;04-05-2011;04-06-2016
abcgestion87.fr;FR;75;PARIS;GANDI;fr;ORG;FR;87;0;22-03-2017;
abcg-expertcomptable.fr;FR;75;PARIS;DOMAINOO;fr;ORG;FR;06;0;07-12-2012;
abcg-expertcomptable-lpa.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;14-11-2017;
abcg-expertcomptable-lpb.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;18-11-2019;
abc-g.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;92;0;11-07-2012;10-08-2019
abcg.fr;NL;99;BENNEKOM;SONEXO B.V;fr;ORG;NL;99;0;07-07-2014;
abc-gif.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;91;0;25-06-2012;24-08-2014
abc-global-engineering.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;77;0;12-03-2014;11-05-2015
abcglobalengineering.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;77;0;12-03-2014;11-05-2015
abcgold.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;75;0;05-01-2011;06-02-2017
abc-golf.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;38;0;31-08-2011;30-09-2017
abcgolf.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;DE;99;0;31-08-2011;28-10-2019
abcgonflables.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;63;0;11-07-2006;
abcgourmet.fr;FR;75;PARIS;GANDI;fr;ORG;FR;29;0;07-04-2015;
abcgranulats-crechessursaone.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;19-10-2015;17-12-2017
abcgranulats.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;71;0;25-08-2015;24-09-2019
abc-granules.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;54;0;29-12-2012;27-02-2014
abc-grappling.fr;GB;99;LONDON;TLD Registrar Solutions Ltd;fr;PERSON;FR;33;0;14-10-2014;14-12-2017
abcgratuit.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;DE;99;0;18-12-2006;15-07-2018
abc-gravure.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;ORG;FR;33;0;01-09-2009;
abcgravure.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;PERSON;FR;33;0;07-02-2011;
abc-green.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;84;0;08-07-2020;
abcgreen.fr;DE;99;BONN;EPAG Domainservices GmbH;fr;ORG;FR;93;0;25-12-2017;25-01-2019
abcgrenaillage.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;77;0;08-08-2018;06-10-2019
abcgrill-pizzeria78.fr;GB;99;LONDON;TLD Registrar Solutions Ltd;fr;PERSON;FR;86;0;25-10-2010;14-02-2016
abc-grossesse.fr;FR;75;PARIS;GANDI;fr;ORG;FR;92;0;27-03-2009;24-05-2014
abcgrossesse.fr;FR;31;SEILH;Web Intelligence;fr;ORG;FR;31;0;18-11-2004;06-12-2015
abc-groupe.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;57;0;21-02-2019;
abcgroupe.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;57;0;27-02-2014;
abcgroupe75.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;75;0;21-02-2017;22-04-2018
abcgroupinc.com.fr;GB;99;MILTON KEYNES;SAFENAMES LTD;com.fr;ORG;FR;77;0;01-07-2002;29-12-2019
abcgs.fr;FR;59;ROUBAIX;OVH;fr;;;;0;03-02-2010;04-04-2014
abc-guepes.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;PERSON;FR;77;0;29-12-2012;
abcguepes.fr;FR;75;PARIS;GANDI;fr;ORG;FR;77;0;20-06-2017;18-08-2018
abc-guides.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;34;0;29-03-2016;
abc-guillermin.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;13;0;28-10-2016;
abcguitare.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;42;0;13-12-2011;13-01-2015
abcgyneco.fr;FR;75;PARIS;GANDI;fr;ORG;FR;34;0;13-11-2018;
ab-chaabanearchi.fr;GB;99;LONDON;TLD Registrar Solutions Ltd;fr;PERSON;FR;75;0;08-03-2019;
abchabbotv.fr;DK;99;COPENHAGUE V;One.com A/S;fr;ORG;FR;51;0;30-03-2016;28-04-2018
abchabitat.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;25;0;08-08-2013;09-01-2015
abchalon.fr;FR;69;SAINT-GENIS-LAVAL;AR-TIC;fr;ORG;FR;71;0;25-01-2013;14-09-2019
abchambery.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;73;0;17-10-2013;19-11-2015
abchambourcy.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;78;0;26-09-2018;
abchamp.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;95;0;17-06-2011;06-02-2016
abchamp-original.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;95;0;17-06-2011;06-02-2016
abchamp-site-officiel.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;95;0;17-06-2011;06-02-2016
abchannel.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;94;0;26-10-2014;02-12-2017
abchape.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;49;0;01-04-2014;31-05-2015
ab-charentes-ambulance.fr;FR;75;PARIS;GANDI;fr;ORG;FR;16;0;05-11-2012;
ab-charentes-taxis.fr;FR;75;PARIS;GANDI;fr;ORG;FR;16;0;21-05-2012;
a-bcharpente.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;77;0;27-01-2011;
ab-charpente.fr;FR;75;PARIS;GANDI;fr;ORG;FR;13;0;10-03-2014;
abcharpente.fr;FR;75;PARIS;SCALEWAY;fr;ORG;FR;13;0;23-05-2010;23-06-2016
ab-charpente-hautegaronne.fr;FR;75;PARIS;GANDI;fr;ORG;FR;31;0;17-03-2015;
abcharpente-saintgenispouilly.fr;FR;75;PARIS;GANDI;fr;ORG;FR;01;0;08-12-2015;05-02-2019
ab-charteau.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;94;0;05-02-2001;
abchartier.fr;FR;75;PARIS;SCALEWAY;fr;PERSON;FR;60;0;25-04-2020;
abchartres.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;28;0;01-09-2014;31-10-2017
abchateau.fr;FR;59;ROUBAIX;OVH;fr;PERSON;BE;99;0;19-05-2013;18-07-2014
ab-chauf-dep.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;80;0;14-05-2012;11-07-2015
abchaufdep.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;80;0;25-08-2014;24-10-2016
abchauffageconfort.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;91;0;23-07-2007;
abchauffagedunkerque.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;ORG;FR;59;0;28-06-2012;
ab-chauffage.fr;FR;75;PARIS;GANDI;fr;ORG;FR;94;0;29-04-2015;
abchauffage.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;06;0;30-07-2011;29-10-2019
abchauffage-vaillant.fr;FR;75;PARIS;GANDI;fr;ORG;FR;69;0;28-07-2016;
abchauffe-eau.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;77;0;04-01-2008;03-02-2018
abchauffeur.fr;DE;99;BONN;EPAG Domainservices GmbH;fr;ORG;FR;95;0;05-01-2015;
abchauffeurs.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;73;0;28-09-2017;05-11-2018
abc-hebergement.fr;FR;75;PARIS;SCALEWAY;fr;PERSON;US;99;0;07-01-2015;
abchebergement.fr;CH;99;LES ACACIAS;Infomaniak Network SA;fr;ORG;CH;99;0;07-01-2015;06-02-2016
abchelico.fr;FR;75;PARIS;GANDI;fr;ORG;FR;91;0;30-10-2006;
abcheminees.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;74;0;02-05-2014;
ab-chemisage.fr;FR;59;VILLENEUVE D'ASCQ CEDEX;NORDNET;fr;ORG;FR;69;0;01-07-2008;25-09-2014
abchenes.fr;FR;92;BOULOGNE-BILLANCOURT;IKOULA NET;fr;PERSON;FR;78;0;21-01-2019;
abcher.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;01;0;21-05-2020;
abc-herses.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;84;0;28-06-2015;29-10-2019
abcheval.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;PERSON;FR;83;0;04-08-2013;30-08-2020
abch.fr;FR;75;PARIS;AMEN / Agence des Médias Numériques;fr;ORG;FR;42;0;27-12-2018;
abchiens-attin.fr;DK;99;COPENHAGUE S;Ascio Technologies Inc. Danmark - filial af Ascio Technologies Inc. USA;fr;ORG;FR;62;0;09-10-2012;08-11-2014
abc-hifi.fr;FR;75;PARIS;GANDI;fr;ORG;FR;75;0;30-01-2007;
abchihuahua.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;04;0;09-03-2015;08-05-2018
abchimie.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;38;0;16-08-2006;
abchina.fr;FR;75;PARIS;LIGNE WEB SERVICES - LWS;fr;PERSON;FR;92;0;26-02-2014;07-02-2017
abchine.fr;GB;99;LONDON;TLD Registrar Solutions Ltd;fr;PERSON;FR;63;0;17-11-2004;
abchip.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;31;0;14-01-2014;
abchir.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;38;0;13-08-2013;
abchiro.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;FR;93;0;17-10-2008;15-12-2016
abc-hits.fr;DE;99;BERLIN;CRONON AG;fr;PERSON;FR;81;0;28-09-2014;28-10-2015
abchits.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;81;0;28-09-2014;27-11-2016
abchocolats.fr;NL;99;ROTTERDAM;HOSTING CONCEPTS B.V.;fr;PERSON;DE;99;0;24-02-2014;24-09-2018
abcholding.fr;DE;99;SANKT INGBERT;KEY-SYSTEMS GmbH;fr;ORG;FR;92;0;10-04-2015;
abc-home.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;13;0;12-09-2010;12-10-2018
abchome.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;67;0;30-09-2013;29-11-2016
abchone.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;PERSON;FR;91;0;04-06-2018;04-07-2019
abchoregraphie.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;01;0;07-05-2014;06-07-2020
abc-horus.fr;FR;75;PARIS CEDEX 15;ORANGE;fr;ORG;FR;71;0;15-03-2005;
abchost.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;77;0;12-01-2013;12-03-2016
abchotel.fr;FR;31;SEILH;Web Intelligence;fr;ORG;FR;31;0;15-05-2006;
abchotels.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;78;0;02-05-2016;
abchotel-toul.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;54;0;23-05-2008;
abchrd.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;92;0;20-11-2011;19-01-2015
abc-hublots.fr;DE;99;BERLIN;CRONON AG;fr;ORG;FR;70;0;07-06-2011;
abchwahieet.fr;DE;99;HOMBURG;1API GmbH;fr;PERSON;NL;99;0;31-07-2017;21-08-2018
abc-hypnose.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;ORG;FR;06;0;04-05-2015;03-06-2019
abchypnose.fr;FR;45;ORLEANS;HAISOFT;fr;ORG;FR;06;0;12-04-2009;24-05-2020
abchypnosetoulouse.fr;DE;99;KARLSRUHE;1&1 IONOS SE;fr;;;;0;28-01-2011;01-03-2014
abcia.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;38;0;03-01-2001;
abcialys.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;25;0;24-09-2011;
abci-avocats.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;67;0;10-09-2009;
abcibois.fr;FR;59;ROUBAIX;OVH;fr;PERSON;FR;01;0;07-01-2020;
abcice-consultant.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;69;0;01-04-2008;
abcice.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;69;0;01-04-2008;
abcice-multimedia.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;69;0;01-04-2008;
abci-chaudronnerie.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;56;0;02-03-2009;01-05-2017
abc-idea.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;27;0;15-12-2006;
abcidea.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;27;0;27-11-2013;
abc-ideal-services-nettoyage.fr;FR;59;ROUBAIX;OVH;fr;ORG;FR;33;0;22-09-2017;
abcide.fr;FR;75;PARIS;GANDI;fr;PERSON;FR;95;0;29-08-2009;
abcide-63.fr;FR;13;AIX EN PROVENCE;HOSTEUR;fr;PERSON;FR;63;0;24-03-2015;26-04-2016
abcid.fr;FR;75;PARIS;GANDI;fr;ORG;FR;45;0;18-03-2009;
